employee_id,full_name,age,education_level,hire_date,exit_date,department,job_role,job_level,employment_type,base_salary_annual,store_location,store_location_latitude,store_location_longitude,store_id,manager_id,manager_name,manager_status,is_active,tenure_days,tenure_months,tenure_band,age_band
EMP002234,Diane Davis DDS,40,Master's,2016-03-28,,Store Operations,Cashier,Entry,Full-time,30522.64,Jacksonville,30.3322,-81.6557,STR076,EMP000053,Rebecca Valencia,Manager,True,3200,105,5+,35-44
EMP002235,Nicole Moore,29,Bachelor's,2021-12-05,,Store Operations,Cashier,Entry,Full-time,28678.05,New York,40.7128,-74.006,STR109,EMP000121,Jamie Walton,Manager,True,1122,36,3-5,25-34
EMP002236,Robert Vargas,48,High School,2021-07-17,,Store Operations,Sales Associate,Associate,Full-time,35118.66,Austin,30.2672,-97.7431,STR005,EMP000520,Michael Johnson,Manager,True,1263,41,3-5,45-54
EMP002237,Raymond Barber,42,High School,2020-04-22,,Store Operations,Sales Associate,Associate,Full-time,38707.63,Nashville,36.1627,-86.7816,STR039,EMP000767,Tamara Riddle,Manager,True,1714,56,3-5,35-44
EMP002238,Mrs. Amy Watson,33,Master's,2018-07-04,,Store Operations,Sales Associate,Associate,Part-time,18134.38,Seattle,47.6062,-122.3321,STR016,EMP002585,Kara Rogers,Senior Manager,True,2372,77,5+,25-34
EMP002239,Heather Williams,38,Bachelor's,2022-01-01,,Store Operations,Cashier,Entry,Full-time,22789.69,Louisville,38.2527,-85.7585,STR146,EMP002163,Mr. William Ward,Manager,True,1095,35,1-3,35-44
EMP002240,Belinda Evans,34,Bachelor's,2020-09-29,2023-08-21,Store Operations,Sales Associate,Associate,Full-time,30874.12,Jacksonville,30.3322,-81.6557,STR087,EMP001026,Brandon Kelly,Manager,False,1056,34,1-3,25-34
EMP002241,Jody Bird,46,High School,2021-10-08,,Store Operations,Cashier,Entry,Part-time,17967.47,Houston,29.7604,-95.3698,STR090,EMP001224,Raymond Quinn,Manager,True,1180,38,3-5,45-54
EMP002242,Virginia Cunningham,44,Some College,2019-12-06,,Store Operations,Cashier,Entry,Full-time,22346.7,San Diego,32.7157,-117.1611,STR149,EMP001447,Sonya Jackson,Manager,True,1852,60,5+,35-44
EMP002243,Lori Ferguson,38,Master's,2020-01-02,,Store Operations,Cashier,Entry,Full-time,27828.07,Phoenix,33.4484,-112.074,STR019,EMP001680,Zachary Santiago,Manager,True,1825,59,3-5,35-44
EMP002244,Hayley Mitchell,37,High School,2021-05-16,,Store Operations,Sales Associate,Associate,Full-time,39945.25,Jacksonville,30.3322,-81.6557,STR087,EMP002827,Amanda Wright,Manager,True,1325,43,3-5,35-44
EMP002245,Michelle Chambers,21,High School,2021-07-11,,Store Operations,Cashier,Entry,Part-time,18334.18,Baltimore,39.2904,-76.6122,STR137,EMP001131,Michelle Walls,Executive,True,1269,41,3-5,<25
EMP002246,Kelly Wright,44,Master's,2016-06-12,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,42821.69,Dallas,32.7767,-96.797,STR058,EMP000529,Melissa Bishop,Senior Manager,True,3124,102,5+,35-44
EMP002247,Kevin Carson,38,Bachelor's,2021-10-06,,Store Operations,Sales Associate,Associate,Full-time,28763.69,San Jose,37.3382,-121.8863,STR087,EMP001305,Tina Walter,Senior Manager,True,1182,38,3-5,35-44
EMP002248,Brent Dawson,41,High School,2021-05-18,,Store Operations,Cashier,Entry,Part-time,18188.24,Columbus,39.9612,-82.9988,STR131,EMP001823,Nicholas Fitzgerald,Senior Manager,True,1323,43,3-5,35-44
EMP002249,Angela Brown,26,High School,2018-10-18,,Store Operations,Cashier,Entry,Full-time,27989.79,Denver,39.7392,-104.9903,STR055,EMP002684,David James,Senior Manager,True,2266,74,5+,25-34
EMP002250,Karen Griffin,38,Bachelor's,2018-08-14,2024-06-11,Store Operations,Cashier,Entry,Part-time,13889.6,Memphis,35.1495,-90.049,STR096,EMP002456,Jennifer Moore,Executive,False,2128,69,5+,35-44
EMP002251,Joseph Chapman,27,High School,2020-08-16,2021-06-11,Store Operations,Sales Associate,Associate,Part-time,17475.77,Portland,45.5152,-122.6784,STR102,EMP002712,Scott Meza,Senior Manager,False,299,9,6-12,25-34
EMP002252,Jennifer Baker,28,Bachelor's,2021-01-04,,Store Operations,Cashier,Entry,Full-time,31096.27,Nashville,36.1627,-86.7816,STR082,EMP000053,Rebecca Valencia,Manager,True,1457,47,3-5,25-34
EMP002253,Mr. Jeremiah Galvan MD,38,Bachelor's,2020-01-25,,Store Operations,Sales Associate,Associate,Part-time,21618.24,Charlotte,35.2271,-80.8431,STR007,EMP001026,Brandon Kelly,Manager,True,1802,59,3-5,35-44
EMP002254,Samantha Thomas,32,Some College,2020-02-01,,Store Operations,Cashier,Entry,Full-time,30292.87,Detroit,42.3314,-83.0458,STR089,EMP000121,Jamie Walton,Manager,True,1795,58,3-5,25-34
EMP002255,Michael Anderson,26,Bachelor's,2021-12-18,,Store Operations,Cashier,Entry,Full-time,30789.79,Philadelphia,39.9526,-75.1652,STR143,EMP000240,Briana Murray,Manager,True,1109,36,3-5,25-34
EMP002256,Sharon Wilson,34,Bachelor's,2017-01-19,,Store Operations,Cashier,Entry,Full-time,27717.72,Louisville,38.2527,-85.7585,STR037,EMP000520,Michael Johnson,Manager,True,2903,95,5+,25-34
EMP002257,John Francis,40,High School,2021-01-18,,Store Operations,Sales Associate,Associate,Full-time,34209.36,San Diego,32.7157,-117.1611,STR055,EMP000767,Tamara Riddle,Manager,True,1443,47,3-5,35-44
EMP002258,Jaclyn Crane,37,High School,2019-12-29,,Store Operations,Cashier,Entry,Full-time,26304.27,San Diego,32.7157,-117.1611,STR076,EMP001224,Raymond Quinn,Manager,True,1829,60,5+,35-44
EMP002259,Jennifer Martinez,36,Some College,2015-02-18,,Store Operations,Sales Associate,Associate,Full-time,31803.36,Memphis,35.1495,-90.049,STR094,EMP001447,Sonya Jackson,Manager,True,3604,118,5+,35-44
EMP002260,Amanda Hernandez,21,Some College,2021-07-22,,Store Operations,Sales Associate,Associate,Part-time,19929.09,Seattle,47.6062,-122.3321,STR078,EMP001680,Zachary Santiago,Manager,True,1258,41,3-5,<25
EMP002261,William Turner,25,Bachelor's,2018-11-01,,Store Operations,Cashier,Entry,Full-time,29738.8,Phoenix,33.4484,-112.074,STR033,EMP002163,Mr. William Ward,Manager,True,2252,73,5+,25-34
EMP002262,Dr. Charles Lawrence,41,High School,2014-06-18,,Store Operations,Sales Associate,Associate,Full-time,35223.08,Nashville,36.1627,-86.7816,STR079,EMP002493,Eric Williams,Manager,True,3849,126,5+,35-44
EMP002263,Steven Small,26,Master's,2021-09-01,,Store Operations,Cashier,Entry,Part-time,18555.14,San Jose,37.3382,-121.8863,STR063,EMP002827,Amanda Wright,Manager,True,1217,39,3-5,25-34
EMP002264,Robert Burns,50,Master's,2021-11-07,,Store Operations,Cashier,Entry,Part-time,15860.28,Fort Worth,32.7555,-97.3308,STR094,EMP001131,Michelle Walls,Executive,True,1150,37,3-5,45-54
EMP002265,Gregory Harrell,31,Bachelor's,2021-11-13,,Store Operations,Sales Associate,Associate,Full-time,35285.07,San Jose,37.3382,-121.8863,STR122,EMP000767,Tamara Riddle,Manager,True,1144,37,3-5,25-34
EMP002266,Kenneth Knight,27,High School,2020-11-06,,Store Operations,Cashier,Entry,Full-time,28313.08,Dallas,32.7767,-96.797,STR092,EMP000529,Melissa Bishop,Senior Manager,True,1516,49,3-5,25-34
EMP002267,Rachael Alvarez,33,Bachelor's,2020-07-08,,Store Operations,Cashier,Entry,Full-time,27916.97,Las Vegas,36.1699,-115.1398,STR058,EMP001305,Tina Walter,Senior Manager,True,1637,53,3-5,25-34
EMP002268,Lisa Gill,24,High School,2019-09-16,,Store Operations,Cashier,Entry,Full-time,29026.34,Chicago,41.8781,-87.6298,STR109,EMP001823,Nicholas Fitzgerald,Senior Manager,True,1933,63,5+,<25
EMP002269,Julia Cole,36,Some College,2016-07-04,,Store Operations,Sales Associate,Associate,Full-time,30849.2,Fort Worth,32.7555,-97.3308,STR029,EMP002436,Miranda Murray,Senior Manager,True,3102,101,5+,35-44
EMP002270,Sean Nguyen,51,Bachelor's,2020-12-09,,Store Operations,Sales Associate,Associate,Full-time,34148.37,Denver,39.7392,-104.9903,STR122,EMP000767,Tamara Riddle,Manager,True,1483,48,3-5,45-54
EMP002271,Mary Ortiz,36,High School,2021-01-08,2022-06-05,Store Operations,Cashier,Entry,Part-time,13825.35,Las Vegas,36.1699,-115.1398,STR048,EMP002684,David James,Senior Manager,False,513,16,1-3,35-44
EMP002272,James Weaver,22,Bachelor's,2020-03-09,,Store Operations,Cashier,Entry,Full-time,25845.11,Detroit,42.3314,-83.0458,STR118,EMP002712,Scott Meza,Senior Manager,True,1758,57,3-5,<25
EMP002273,Stacy Fitzgerald,28,Bachelor's,2019-05-11,2020-04-22,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,42315.01,San Jose,37.3382,-121.8863,STR024,EMP000053,Rebecca Valencia,Manager,False,347,11,6-12,25-34
EMP002274,Sharon Mann,35,High School,2020-07-20,,Store Operations,Cashier,Entry,Part-time,17113.35,Charlotte,35.2271,-80.8431,STR072,EMP000121,Jamie Walton,Manager,True,1625,53,3-5,35-44
EMP002275,Rebecca Zimmerman,31,High School,2017-11-02,2022-10-25,Store Operations,Senior Sales Associate,Senior_Associate,Part-time,29554.78,Los Angeles,34.0522,-118.2437,STR118,EMP000240,Briana Murray,Manager,False,1818,59,3-5,25-34
EMP002276,Becky Hansen,22,Bachelor's,2020-03-03,,Store Operations,Cashier,Entry,Full-time,28006.51,San Diego,32.7157,-117.1611,STR003,EMP000520,Michael Johnson,Manager,True,1764,57,3-5,<25
EMP002277,Luke Ray,45,Some College,2019-03-08,,Store Operations,Cashier,Entry,Part-time,17661.56,Denver,39.7392,-104.9903,STR118,EMP001026,Brandon Kelly,Manager,True,2125,69,5+,45-54
EMP002278,Kelly Lopez,30,Some College,2017-12-26,,Store Operations,Sales Associate,Associate,Full-time,34075.19,Chicago,41.8781,-87.6298,STR111,EMP001224,Raymond Quinn,Manager,True,2562,84,5+,25-34
EMP002279,Steven Martinez,36,Bachelor's,2018-11-09,,Store Operations,Cashier,Entry,Full-time,28341.04,Louisville,38.2527,-85.7585,STR140,EMP001447,Sonya Jackson,Manager,True,2244,73,5+,35-44
EMP002280,Catherine Smith,21,Some College,2021-12-02,,Store Operations,Cashier,Entry,Seasonal,9083.73,Jacksonville,30.3322,-81.6557,STR010,EMP001680,Zachary Santiago,Manager,True,1125,36,3-5,<25
EMP002281,Danielle Thornton,30,Bachelor's,2018-11-07,2023-05-13,Store Operations,Cashier,Entry,Seasonal,9817.57,Phoenix,33.4484,-112.074,STR074,EMP002163,Mr. William Ward,Manager,False,1648,54,3-5,25-34
EMP002282,Jill Roman,31,Some College,2021-08-16,,Store Operations,Sales Associate,Associate,Full-time,32342.24,Columbus,39.9612,-82.9988,STR048,EMP002493,Eric Williams,Manager,True,1233,40,3-5,25-34
EMP002283,Jennifer Williams,40,High School,2018-10-10,,Store Operations,Cashier,Entry,Full-time,26724.93,Boston,42.3601,-71.0589,STR116,EMP002827,Amanda Wright,Manager,True,2274,74,5+,35-44
EMP002284,Allison Kim,27,High School,2017-08-21,,Store Operations,Shift Supervisor,Supervisor,Full-time,42821.68,New York,40.7128,-74.006,STR095,EMP001131,Michelle Walls,Executive,True,2689,88,5+,25-34
EMP002285,Scott Stewart,35,High School,2021-06-08,2023-10-16,Store Operations,Cashier,Entry,Full-time,23400.24,San Jose,37.3382,-121.8863,STR115,EMP002456,Jennifer Moore,Executive,False,860,28,1-3,35-44
EMP002286,Brian Garcia,29,Master's,2019-02-08,,Store Operations,Cashier,Entry,Full-time,24768.14,Dallas,32.7767,-96.797,STR011,EMP000529,Melissa Bishop,Senior Manager,True,2153,70,5+,25-34
EMP002287,Charles Scott,33,High School,2020-12-25,,Store Operations,Cashier,Entry,Full-time,31715.33,Seattle,47.6062,-122.3321,STR115,EMP001305,Tina Walter,Senior Manager,True,1467,48,3-5,25-34
EMP002288,Eric Russell,27,Master's,2020-08-27,2024-12-19,Store Operations,Cashier,Entry,Full-time,25313.47,Phoenix,33.4484,-112.074,STR004,EMP001823,Nicholas Fitzgerald,Senior Manager,False,1575,51,3-5,25-34
EMP002289,Lucas Nguyen,26,Some College,2021-01-31,,Store Operations,Sales Associate,Associate,Full-time,33784.49,San Jose,37.3382,-121.8863,STR113,EMP002436,Miranda Murray,Senior Manager,True,1430,47,3-5,25-34
EMP002290,Anthony Price,39,Some College,2021-05-25,2021-08-26,Store Operations,Sales Associate,Associate,Full-time,30353.17,Seattle,47.6062,-122.3321,STR096,EMP002456,Jennifer Moore,Executive,False,93,3,<6,35-44
EMP002291,Jason Nguyen,41,Bachelor's,2019-01-25,,Store Operations,Cashier,Entry,Full-time,28107.8,Dallas,32.7767,-96.797,STR024,EMP002585,Kara Rogers,Senior Manager,True,2167,71,5+,35-44
EMP002292,Ronald Martinez,30,Bachelor's,2018-05-27,,Store Operations,Cashier,Entry,Seasonal,9922.73,Memphis,35.1495,-90.049,STR059,EMP002684,David James,Senior Manager,True,2410,79,5+,25-34
EMP002293,Paul Willis,29,High School,2020-12-26,,Store Operations,Sales Associate,Associate,Full-time,30483.91,Detroit,42.3314,-83.0458,STR024,EMP002712,Scott Meza,Senior Manager,True,1466,48,3-5,25-34
EMP002294,Paul Cruz Jr.,29,Bachelor's,2021-11-27,2023-10-24,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,42748.59,Jacksonville,30.3322,-81.6557,STR090,EMP000053,Rebecca Valencia,Manager,False,696,22,1-3,25-34
EMP002295,John Russell,32,Master's,2021-05-25,,Store Operations,Cashier,Entry,Part-time,13233.03,Baltimore,39.2904,-76.6122,STR145,EMP000121,Jamie Walton,Manager,True,1316,43,3-5,25-34
EMP002296,Mr. David Mercado,40,Bachelor's,2018-10-17,2019-10-19,Store Operations,Cashier,Entry,Full-time,22076.64,Portland,45.5152,-122.6784,STR074,EMP000240,Briana Murray,Manager,False,367,12,1-3,35-44
EMP002297,Victor Leonard,34,Bachelor's,2020-12-23,2022-01-31,Store Operations,Cashier,Entry,Full-time,24190.69,Denver,39.7392,-104.9903,STR077,EMP000520,Michael Johnson,Manager,False,404,13,1-3,25-34
EMP002298,Justin Glover,28,Master's,2021-05-27,,Store Operations,Cashier,Entry,Part-time,13420.33,San Diego,32.7157,-117.1611,STR023,EMP001026,Brandon Kelly,Manager,True,1314,43,3-5,25-34
EMP002299,Jason Miller,25,Master's,2017-09-07,,Store Operations,Cashier,Entry,Full-time,23080.26,San Antonio,29.4241,-98.4936,STR095,EMP001224,Raymond Quinn,Manager,True,2672,87,5+,25-34
EMP002300,Christina Faulkner,32,High School,2016-09-01,,Store Operations,Cashier,Entry,Part-time,15233.16,Portland,45.5152,-122.6784,STR033,EMP001447,Sonya Jackson,Manager,True,3043,99,5+,25-34
EMP002301,William Casey,47,Some College,2017-12-28,,Store Operations,Cashier,Entry,Part-time,18015.51,San Jose,37.3382,-121.8863,STR059,EMP001680,Zachary Santiago,Manager,True,2560,84,5+,45-54
EMP002302,Jessica Buck,27,Bachelor's,2021-12-24,,Store Operations,Sales Associate,Associate,Full-time,34864.58,Nashville,36.1627,-86.7816,STR116,EMP002163,Mr. William Ward,Manager,True,1103,36,3-5,25-34
EMP002303,Aaron Marshall,35,Master's,2020-07-26,,Store Operations,Cashier,Entry,Part-time,16276.01,Fort Worth,32.7555,-97.3308,STR137,EMP002493,Eric Williams,Manager,True,1619,53,3-5,35-44
EMP002304,Donna Stanton,44,Some College,2020-07-15,2023-05-01,Store Operations,Cashier,Entry,Seasonal,9973.96,Jacksonville,30.3322,-81.6557,STR083,EMP001823,Nicholas Fitzgerald,Senior Manager,False,1020,33,1-3,35-44
EMP002305,Timothy Olson,33,Bachelor's,2020-11-05,2024-08-22,Store Operations,Sales Associate,Associate,Full-time,39181.04,Fort Worth,32.7555,-97.3308,STR037,EMP002827,Amanda Wright,Manager,False,1386,45,3-5,25-34
EMP002306,Sara James,41,Some College,2017-05-26,,Store Operations,Sales Associate,Associate,Full-time,32764.18,Fort Worth,32.7555,-97.3308,STR129,EMP001131,Michelle Walls,Executive,True,2776,91,5+,35-44
EMP002307,Mark Richards,25,Bachelor's,2021-02-10,2024-10-28,Store Operations,Sales Associate,Associate,Seasonal,11618.05,Las Vegas,36.1699,-115.1398,STR149,EMP000529,Melissa Bishop,Senior Manager,False,1356,44,3-5,25-34
EMP002308,Amber Stevenson,45,High School,2014-12-20,,Store Operations,Sales Associate,Associate,Part-time,21242.88,San Diego,32.7157,-117.1611,STR004,EMP001305,Tina Walter,Senior Manager,True,3664,120,5+,45-54
EMP002309,Elizabeth Foster,36,High School,2021-11-13,2023-05-09,Store Operations,Cashier,Entry,Seasonal,9255.35,Memphis,35.1495,-90.049,STR128,EMP002436,Miranda Murray,Senior Manager,False,542,17,1-3,35-44
EMP002310,Charles Hawkins,28,Bachelor's,2020-09-16,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,40178.35,Columbus,39.9612,-82.9988,STR089,EMP002585,Kara Rogers,Senior Manager,True,1567,51,3-5,25-34
EMP002311,Jeffrey Bishop,36,High School,2012-09-15,,Store Operations,Cashier,Entry,Seasonal,10829.65,Louisville,38.2527,-85.7585,STR054,EMP002684,David James,Senior Manager,True,4490,147,5+,35-44
EMP002312,Emily Fleming,41,Some College,2020-01-31,,Store Operations,Cashier,Entry,Full-time,30742.23,Baltimore,39.2904,-76.6122,STR008,EMP002712,Scott Meza,Senior Manager,True,1796,59,3-5,35-44
EMP002313,Dean Mullins,35,Some College,2016-11-18,,Store Operations,Sales Associate,Associate,Full-time,33922.56,Memphis,35.1495,-90.049,STR058,EMP000053,Rebecca Valencia,Manager,True,2965,97,5+,35-44
EMP002314,David Bird,21,Some College,2021-10-28,,Store Operations,Sales Associate,Associate,Full-time,36427.11,Phoenix,33.4484,-112.074,STR069,EMP000121,Jamie Walton,Manager,True,1160,38,3-5,<25
EMP002315,Joe Greene,23,High School,2021-06-22,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,49892.25,Chicago,41.8781,-87.6298,STR025,EMP000053,Rebecca Valencia,Manager,True,1288,42,3-5,<25
EMP002316,Michael Lucas,34,Some College,2016-06-12,,Store Operations,Sales Associate,Associate,Full-time,29577.87,Austin,30.2672,-97.7431,STR078,EMP000240,Briana Murray,Manager,True,3124,102,5+,25-34
EMP002317,John Valenzuela,44,Master's,2019-09-11,2022-08-23,Store Operations,Cashier,Entry,Part-time,14848.39,Memphis,35.1495,-90.049,STR099,EMP000520,Michael Johnson,Manager,False,1077,35,1-3,35-44
EMP002318,Jennifer Woodard,30,Bachelor's,2015-06-29,,Store Operations,Cashier,Entry,Part-time,15567.46,Dallas,32.7767,-96.797,STR072,EMP000767,Tamara Riddle,Manager,True,3473,114,5+,25-34
EMP002319,Pamela Medina,36,High School,2018-03-13,,Store Operations,Cashier,Entry,Full-time,26218.28,Fort Worth,32.7555,-97.3308,STR025,EMP000053,Rebecca Valencia,Manager,True,2485,81,5+,35-44
EMP002320,Mariah Jones,28,Bachelor's,2019-11-13,,Store Operations,Cashier,Entry,Full-time,26110.21,Detroit,42.3314,-83.0458,STR068,EMP002684,David James,Senior Manager,True,1875,61,5+,25-34
EMP002321,Ronnie Powers,34,Bachelor's,2018-09-21,,Store Operations,Sales Associate,Associate,Full-time,38891.33,San Antonio,29.4241,-98.4936,STR127,EMP001026,Brandon Kelly,Manager,True,2293,75,5+,25-34
EMP002322,Heather Hess,31,Bachelor's,2020-10-30,,Store Operations,Cashier,Entry,Full-time,29140.33,Portland,45.5152,-122.6784,STR125,EMP001224,Raymond Quinn,Manager,True,1523,50,3-5,25-34
EMP002323,Heather Thompson,30,Some College,2021-02-08,,Store Operations,Cashier,Entry,Part-time,16847.43,Detroit,42.3314,-83.0458,STR048,EMP001447,Sonya Jackson,Manager,True,1422,46,3-5,25-34
EMP002324,Melissa Smith,30,Master's,2019-09-21,,Store Operations,Shift Supervisor,Supervisor,Full-time,47568.71,San Jose,37.3382,-121.8863,STR105,EMP001680,Zachary Santiago,Manager,True,1928,63,5+,25-34
EMP002325,Timothy Wallace,46,Bachelor's,2018-10-20,,Store Operations,Sales Associate,Associate,Full-time,37885.48,Nashville,36.1627,-86.7816,STR107,EMP002163,Mr. William Ward,Manager,True,2264,74,5+,45-54
EMP002326,Alejandro Campbell,29,Bachelor's,2021-04-13,,Store Operations,Cashier,Entry,Part-time,18930.36,Las Vegas,36.1699,-115.1398,STR124,EMP002493,Eric Williams,Manager,True,1358,44,3-5,25-34
EMP002327,Heather Davis,30,Master's,2020-11-21,2024-09-20,Store Operations,Sales Associate,Associate,Part-time,22712.63,Baltimore,39.2904,-76.6122,STR125,EMP002827,Amanda Wright,Manager,False,1399,45,3-5,25-34
EMP002328,Elizabeth Robbins,34,High School,2018-12-27,,Store Operations,Cashier,Entry,Full-time,22015.65,Denver,39.7392,-104.9903,STR137,EMP001131,Michelle Walls,Executive,True,2196,72,5+,25-34
EMP002329,Johnny Cox,40,High School,2016-11-26,,Store Operations,Sales Associate,Associate,Full-time,35636.82,Philadelphia,39.9526,-75.1652,STR112,EMP002456,Jennifer Moore,Executive,True,2957,97,5+,35-44
EMP002330,Tanner Mann,25,Some College,2019-01-19,,Store Operations,Cashier,Entry,Full-time,22511.35,Portland,45.5152,-122.6784,STR096,EMP002456,Jennifer Moore,Executive,True,2173,71,5+,25-34
EMP002331,Craig Nicholson,34,Bachelor's,2020-05-27,,Store Operations,Sales Associate,Associate,Full-time,31091.29,Dallas,32.7767,-96.797,STR033,EMP000529,Melissa Bishop,Senior Manager,True,1679,55,3-5,25-34
EMP002332,Sergio Carroll,29,High School,2018-04-15,2023-04-30,Store Operations,Cashier,Entry,Part-time,13557.15,Detroit,42.3314,-83.0458,STR059,EMP001305,Tina Walter,Senior Manager,False,1841,60,5+,25-34
EMP002333,Juan Keller MD,34,Bachelor's,2021-03-29,,Store Operations,Sales Associate,Associate,Full-time,35245.55,Charlotte,35.2271,-80.8431,STR146,EMP002163,Mr. William Ward,Manager,True,1373,45,3-5,25-34
EMP002334,Krystal Jones,21,Bachelor's,2021-05-06,,Store Operations,Cashier,Entry,Full-time,28865.9,Houston,29.7604,-95.3698,STR044,EMP001224,Raymond Quinn,Manager,True,1335,43,3-5,<25
EMP002335,Austin Green,29,Bachelor's,2019-01-01,,Store Operations,Sales Associate,Associate,Full-time,29373.85,Austin,30.2672,-97.7431,STR049,EMP001823,Nicholas Fitzgerald,Senior Manager,True,2191,71,5+,25-34
EMP002336,Crystal Mills,32,High School,2019-10-15,,Store Operations,Sales Associate,Associate,Part-time,19563.64,Chicago,41.8781,-87.6298,STR047,EMP002436,Miranda Murray,Senior Manager,True,1904,62,5+,25-34
EMP002337,Cheryl Gregory,34,High School,2021-10-31,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,41843.55,Seattle,47.6062,-122.3321,STR117,EMP002585,Kara Rogers,Senior Manager,True,1157,38,3-5,25-34
EMP002338,Melissa Patel MD,32,PhD,2021-04-10,,Store Operations,Sales Associate,Associate,Part-time,19457.18,Chicago,41.8781,-87.6298,STR028,EMP002712,Scott Meza,Senior Manager,True,1361,44,3-5,25-34
EMP002339,Jordan Pace,43,Master's,2018-04-12,,Store Operations,Cashier,Entry,Part-time,13926.15,Columbus,39.9612,-82.9988,STR023,EMP000121,Jamie Walton,Manager,True,2455,80,5+,35-44
EMP002340,Terri Williams,25,High School,2020-11-24,,Store Operations,Cashier,Entry,Full-time,26189.48,Baltimore,39.2904,-76.6122,STR148,EMP001305,Tina Walter,Senior Manager,True,1498,49,3-5,25-34
EMP002341,Jessica Carney,32,High School,2014-11-02,,Store Operations,Cashier,Entry,Seasonal,11804.71,Seattle,47.6062,-122.3321,STR060,EMP000240,Briana Murray,Manager,True,3712,121,5+,25-34
EMP002342,Michael Owens,21,High School,2021-08-05,,Store Operations,Cashier,Entry,Full-time,22710.08,San Antonio,29.4241,-98.4936,STR022,EMP000520,Michael Johnson,Manager,True,1244,40,3-5,<25
EMP002343,Peter Stephenson,42,High School,2020-12-05,,Store Operations,Sales Associate,Associate,Part-time,17377.3,Nashville,36.1627,-86.7816,STR082,EMP000767,Tamara Riddle,Manager,True,1487,48,3-5,35-44
EMP002344,Donald Fisher,32,High School,2017-01-21,,Store Operations,Sales Associate,Associate,Full-time,32257.26,Los Angeles,34.0522,-118.2437,STR042,EMP001026,Brandon Kelly,Manager,True,2901,95,5+,25-34
EMP002345,Aaron Lee,43,Master's,2021-04-14,,Store Operations,Cashier,Entry,Full-time,31417.26,Columbus,39.9612,-82.9988,STR082,EMP001447,Sonya Jackson,Manager,True,1357,44,3-5,35-44
EMP002346,Kenneth Johnson,29,Master's,2020-12-31,,Store Operations,Shift Supervisor,Supervisor,Part-time,32420.58,Austin,30.2672,-97.7431,STR044,EMP001224,Raymond Quinn,Manager,True,1461,48,3-5,25-34
EMP002347,Vanessa Coleman,36,High School,2021-07-28,,Store Operations,Cashier,Entry,Full-time,28786.7,New York,40.7128,-74.006,STR030,EMP001680,Zachary Santiago,Manager,True,1252,41,3-5,35-44
EMP002348,David Martin,39,High School,2019-12-15,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,40428.8,Portland,45.5152,-122.6784,STR112,EMP002493,Eric Williams,Manager,True,1843,60,5+,35-44
EMP002349,Mark Davis,30,Master's,2019-07-16,,Store Operations,Cashier,Entry,Full-time,27936.61,Louisville,38.2527,-85.7585,STR099,EMP002827,Amanda Wright,Manager,True,1995,65,5+,25-34
EMP002350,Robert Watkins,25,Some College,2017-05-10,,Store Operations,Cashier,Entry,Full-time,22101.31,San Jose,37.3382,-121.8863,STR140,EMP001131,Michelle Walls,Executive,True,2792,91,5+,25-34
EMP002351,Felicia Wright,35,Bachelor's,2021-04-20,,Store Operations,Cashier,Entry,Full-time,28360.96,Columbus,39.9612,-82.9988,STR027,EMP000529,Melissa Bishop,Senior Manager,True,1351,44,3-5,35-44
EMP002352,David Peterson,33,High School,2018-10-23,,Store Operations,Sales Associate,Associate,Full-time,38959.44,Boston,42.3601,-71.0589,STR017,EMP001823,Nicholas Fitzgerald,Senior Manager,True,2261,74,5+,25-34
EMP002353,Gavin Bauer,21,Master's,2021-06-30,2023-10-17,Store Operations,Cashier,Entry,Part-time,16875.44,Chicago,41.8781,-87.6298,STR009,EMP002436,Miranda Murray,Senior Manager,False,839,27,1-3,<25
EMP002354,Patricia Harvey,33,Some College,2020-12-11,,Store Operations,Cashier,Entry,Part-time,18442.19,Houston,29.7604,-95.3698,STR133,EMP000529,Melissa Bishop,Senior Manager,True,1481,48,3-5,25-34
EMP002355,Lori Riley,38,Bachelor's,2021-08-19,,Store Operations,Sales Associate,Associate,Part-time,22012.61,San Antonio,29.4241,-98.4936,STR002,EMP002585,Kara Rogers,Senior Manager,True,1230,40,3-5,35-44
EMP002356,Antonio Johnson,45,High School,2021-02-15,,Store Operations,Cashier,Entry,Full-time,23205.58,Nashville,36.1627,-86.7816,STR150,EMP002684,David James,Senior Manager,True,1415,46,3-5,45-54
EMP002357,Ryan Brown,37,Bachelor's,2017-07-02,,Store Operations,Sales Associate,Associate,Full-time,38829.44,Los Angeles,34.0522,-118.2437,STR063,EMP002712,Scott Meza,Senior Manager,True,2739,89,5+,35-44
EMP002358,Thomas Ramos,28,Master's,2021-12-15,,Store Operations,Sales Associate,Associate,Part-time,17278.4,Boston,42.3601,-71.0589,STR150,EMP000121,Jamie Walton,Manager,True,1112,36,3-5,25-34
